market_id,market_name,contract_id,contract_name,implied_prob,best_buy_yes,best_sell_yes,best_buy_no,best_sell_no,last_trade_price,status,url,fetched_at
8153,Who will win the 2028 Democratic presidential nomination?,31939,Gretchen Whitmer,0.025,0.03,0.02,0.98,0.97,0.02,Open,https://www.predictit.org/markets/detail/8153,2026-09-25T14:33:27.161232+00:00
8153,Who will win the 2028 Democratic presidential nomination?,31944,Cory Booker,0.015,0.02,0.01,0.99,0.98,0.01,Open,https://www.predictit.org/markets/detail/8153,2026-09-25T14:33:27.161236+00:00
8153,Who will win the 2028 Democratic presidential nomination?,32017,Ruben Gallego,0.015,0.02,0.01,0.99,0.98,0.01,Open,https://www.predictit.org/markets/detail/8153,2026-09-25T14:33:27.161238+00:00
8155,Which party will control the Senate after the 2026 election?,31947,Democratic,0.61,0.62,0.6,0.4,0.38,0.62,Open,https://www.predictit.org/markets/detail/8155,2026-09-25T14:33:27.161242+00:00
8155,Which party will control the Senate after the 2026 election?,31948,Republican,0.395,0.4,0.39,0.61,0.6,0.4,Open,https://www.predictit.org/markets/detail/8155,2026-09-25T14:33:27.161246+00:00
8156,Which party will win the 2026 US Senate election in Georgia?,31950,Democratic,0.935,0.94,0.93,0.07,0.06,0.93,Open,https://www.predictit.org/markets/detail/8156,2026-09-25T14:33:27.161248+00:00
8156,Which party will win the 2026 US Senate election in Georgia?,31949,Republican,0.075,0.08,0.07,0.93,0.92,0.07,Open,https://www.predictit.org/markets/detail/8156,2026-09-25T14:33:27.161250+00:00
8157,Which party will win the House in the 2026 election?,31951,Democratic,0.905,0.91,0.9,0.1,0.09,0.9,Open,https://www.predictit.org/markets/detail/8157,2026-09-25T14:33:27.161252+00:00
8157,Which party will win the House in the 2026 election?,31952,Republican,0.105,0.11,0.1,0.9,0.89,0.11,Open,https://www.predictit.org/markets/detail/8157,2026-09-25T14:33:27.161255+00:00
8158,Which party will win the 2026 US Senate election in Michigan?,31954,Democratic,0.715,0.73,0.7,0.3,0.27,0.7,Open,https://www.predictit.org/markets/detail/8158,2026-09-25T14:33:27.161257+00:00
8158,Which party will win the 2026 US Senate election in Michigan?,31953,Republican,0.29,0.3,0.28,0.72,0.7,0.3,Open,https://www.predictit.org/markets/detail/8158,2026-09-25T14:33:27.161259+00:00
8159,Which party will win the 2026 US Senate election in Maine?,31956,Democratic,0.635,0.64,0.63,0.37,0.36,0.64,Open,https://www.predictit.org/markets/detail/8159,2026-09-25T14:33:27.161261+00:00
8159,Which party will win the 2026 US Senate election in Maine?,31955,Republican,0.375,0.38,0.37,0.63,0.62,0.38,Open,https://www.predictit.org/markets/detail/8159,2026-09-25T14:33:27.161263+00:00
8160,Which party will win the 2026 US Senate election in North Carolina?,31958,Democratic,0.94,0.95,0.93,0.07,0.05,0.93,Open,https://www.predictit.org/markets/detail/8160,2026-09-25T14:33:27.161265+00:00
8160,Which party will win the 2026 US Senate election in North Carolina?,31957,Republican,0.085,0.09,0.08,0.92,0.91,0.08,Open,https://www.predictit.org/markets/detail/8160,2026-09-25T14:33:27.161267+00:00
8161,Which party will win the 2026 US Senate election in New Hampshire?,31960,Democratic,0.865,0.88,0.85,0.15,0.12,0.85,Open,https://www.predictit.org/markets/detail/8161,2026-09-25T14:33:27.161269+00:00
8161,Which party will win the 2026 US Senate election in New Hampshire?,31959,Republican,0.145,0.15,0.14,0.86,0.85,0.15,Open,https://www.predictit.org/markets/detail/8161,2026-09-25T14:33:27.161271+00:00
8162,Which party will win the 2026 US Senate election in Minnesota?,31962,Democratic,0.905,0.92,0.89,0.11,0.08,0.91,Open,https://www.predictit.org/markets/detail/8162,2026-09-25T14:33:27.161273+00:00
8162,Which party will win the 2026 US Senate election in Minnesota?,31961,Republican,0.095,0.1,0.09,0.91,0.9,0.09,Open,https://www.predictit.org/markets/detail/8162,2026-09-25T14:33:27.161276+00:00
8163,How many Senate seats will the GOP control after the 2026 midterms?,31964,47 or fewer,0.365,0.37,0.36,0.64,0.63,0.36,Open,https://www.predictit.org/markets/detail/8163,2026-09-25T14:33:27.161278+00:00
8163,How many Senate seats will the GOP control after the 2026 midterms?,31968,48,0.185,0.19,0.18,0.82,0.81,0.19,Open,https://www.predictit.org/markets/detail/8163,2026-09-25T14:33:27.161280+00:00
8163,How many Senate seats will the GOP control after the 2026 midterms?,31969,49,0.165,0.17,0.16,0.84,0.83,0.16,Open,https://www.predictit.org/markets/detail/8163,2026-09-25T14:33:27.161282+00:00
8163,How many Senate seats will the GOP control after the 2026 midterms?,31965,50,0.135,0.14,0.13,0.87,0.86,0.13,Open,https://www.predictit.org/markets/detail/8163,2026-09-25T14:33:27.161284+00:00
8163,How many Senate seats will the GOP control after the 2026 midterms?,31970,51,0.07,0.08,0.06,0.94,0.92,0.07,Open,https://www.predictit.org/markets/detail/8163,2026-09-25T14:33:27.161285+00:00
8163,How many Senate seats will the GOP control after the 2026 midterms?,31973,52,0.055,0.06,0.05,0.95,0.94,0.05,Open,https://www.predictit.org/markets/detail/8163,2026-09-25T14:33:27.161287+00:00
8163,How many Senate seats will the GOP control after the 2026 midterms?,31966,53,0.035,0.04,0.03,0.97,0.96,0.03,Open,https://www.predictit.org/markets/detail/8163,2026-09-25T14:33:27.161289+00:00
8163,How many Senate seats will the GOP control after the 2026 midterms?,31972,54,0.025,0.03,0.02,0.98,0.97,0.02,Open,https://www.predictit.org/markets/detail/8163,2026-09-25T14:33:27.161291+00:00
8163,How many Senate seats will the GOP control after the 2026 midterms?,31967,55,0.025,0.03,0.02,0.98,0.97,0.02,Open,https://www.predictit.org/markets/detail/8163,2026-09-25T14:33:27.161293+00:00
8163,How many Senate seats will the GOP control after the 2026 midterms?,31963,56,0.025,0.03,0.02,0.98,0.97,0.02,Open,https://www.predictit.org/markets/detail/8163,2026-09-25T14:33:27.161296+00:00
8163,How many Senate seats will the GOP control after the 2026 midterms?,31971,57 or more,0.025,0.03,0.02,0.98,0.97,0.02,Open,https://www.predictit.org/markets/detail/8163,2026-09-25T14:33:27.161298+00:00
8166,Who will win the 2026 election for governor of California?,31984,Xavier Becerra,0.955,0.96,0.95,0.05,0.04,0.95,Open,https://www.predictit.org/markets/detail/8166,2026-09-25T14:33:27.161300+00:00
8166,Who will win the 2026 election for governor of California?,31986,Steve Hilton,0.045,0.05,0.04,0.96,0.95,0.04,Open,https://www.predictit.org/markets/detail/8166,2026-09-25T14:33:27.161302+00:00
8171,Who will win the 2028 US presidential election?,32018,JD Vance,0.225,0.23,0.22,0.78,0.77,0.22,Open,https://www.predictit.org/markets/detail/8171,2026-09-25T14:33:27.161329+00:00
8171,Who will win the 2028 US presidential election?,32019,A. Ocasio-Cortez,0.125,0.14,0.11,0.89,0.86,0.11,Open,https://www.predictit.org/markets/detail/8171,2026-09-25T14:33:27.161332+00:00
8171,Who will win the 2028 US presidential election?,34386,Jon Ossoff,0.115,0.12,0.11,0.89,0.88,0.11,Open,https://www.predictit.org/markets/detail/8171,2026-09-25T14:33:27.161334+00:00
8171,Who will win the 2028 US presidential election?,32023,Gavin Newsom,0.095,0.1,0.09,0.91,0.9,0.09,Open,https://www.predictit.org/markets/detail/8171,2026-09-25T14:33:27.161337+00:00
8171,Who will win the 2028 US presidential election?,32024,Marco Rubio,0.09,0.1,0.08,0.92,0.9,0.08,Open,https://www.predictit.org/markets/detail/8171,2026-09-25T14:33:27.161340+00:00
8171,Who will win the 2028 US presidential election?,32020,Josh Shapiro,0.045,0.05,0.04,0.96,0.95,0.04,Open,https://www.predictit.org/markets/detail/8171,2026-09-25T14:33:27.161342+00:00
8171,Who will win the 2028 US presidential election?,32021,Kamala Harris,0.045,0.05,0.04,0.96,0.95,0.04,Open,https://www.predictit.org/markets/detail/8171,2026-09-25T14:33:27.161344+00:00
8171,Who will win the 2028 US presidential election?,32022,Pete Buttigieg,0.045,0.05,0.04,0.96,0.95,0.04,Open,https://www.predictit.org/markets/detail/8171,2026-09-25T14:33:27.161345+00:00
8171,Who will win the 2028 US presidential election?,34444,Andy Beshear,0.035,0.04,0.03,0.97,0.96,0.03,Open,https://www.predictit.org/markets/detail/8171,2026-09-25T14:33:27.161347+00:00
8171,Who will win the 2028 US presidential election?,32066,Donald Trump,0.025,0.03,0.02,0.98,0.97,0.02,Open,https://www.predictit.org/markets/detail/8171,2026-09-25T14:33:27.161349+00:00
8171,Who will win the 2028 US presidential election?,32682,JB Pritzker,0.025,0.03,0.02,0.98,0.97,0.02,Open,https://www.predictit.org/markets/detail/8171,2026-09-25T14:33:27.161351+00:00
8171,Who will win the 2028 US presidential election?,32026,Gretchen Whitmer,0.015,0.02,0.01,0.99,0.98,0.01,Open,https://www.predictit.org/markets/detail/8171,2026-09-25T14:33:27.161356+00:00
8172,Which party will win the 2026 US Senate election in Nebraska?,32027,Republican,0.7,0.72,0.68,0.32,0.28,0.68,Open,https://www.predictit.org/markets/detail/8172,2026-09-25T14:33:27.161359+00:00
8172,Which party will win the 2026 US Senate election in Nebraska?,32029,Independent,0.325,0.36,0.29,0.71,0.64,0.3,Open,https://www.predictit.org/markets/detail/8172,2026-09-25T14:33:27.161361+00:00
8173,Which party will win the 2026 US Senate election in Texas?,32031,Democrats (Talarico),0.585,0.59,0.58,0.42,0.41,0.58,Open,https://www.predictit.org/markets/detail/8173,2026-09-25T14:33:27.161365+00:00
8173,Which party will win the 2026 US Senate election in Texas?,32030,Republican (Paxton),0.42,0.43,0.41,0.59,0.57,0.42,Open,https://www.predictit.org/markets/detail/8173,2026-09-25T14:33:27.161367+00:00
8174,Which party will win the 2026 US Senate election in Virginia?,32033,Democratic,0.975,0.98,0.97,0.03,0.02,0.98,Open,https://www.predictit.org/markets/detail/8174,2026-09-25T14:33:27.161369+00:00
8174,Which party will win the 2026 US Senate election in Virginia?,32032,Republican,0.015,0.02,0.01,0.99,0.98,0.02,Open,https://www.predictit.org/markets/detail/8174,2026-09-25T14:33:27.161371+00:00
8175,Which party will win the 2026 US Senate special election in Ohio?,32035,Democratic,0.62,0.63,0.61,0.39,0.37,0.62,Open,https://www.predictit.org/markets/detail/8175,2026-09-25T14:33:27.161372+00:00
8175,Which party will win the 2026 US Senate special election in Ohio?,32034,Republican,0.385,0.39,0.38,0.62,0.61,0.38,Open,https://www.predictit.org/markets/detail/8175,2026-09-25T14:33:27.161374+00:00
8181,Which party will win the 2028 US presidential election?,32068,Democratic,0.615,0.62,0.61,0.39,0.38,0.63,Open,https://www.predictit.org/markets/detail/8181,2026-09-25T14:33:27.161381+00:00
8181,Which party will win the 2028 US presidential election?,32067,Republican,0.395,0.4,0.39,0.61,0.6,0.39,Open,https://www.predictit.org/markets/detail/8181,2026-09-25T14:33:27.161383+00:00
8183,Which party will win the 2026 US House election in Nebraska's 2nd District?,32080,Democratic,0.9,0.93,0.87,0.13,0.07,0.93,Open,https://www.predictit.org/markets/detail/8183,2026-09-25T14:33:27.161385+00:00
8183,Which party will win the 2026 US House election in Nebraska's 2nd District?,32079,Republican,0.085,0.12,0.05,0.95,0.88,0.05,Open,https://www.predictit.org/markets/detail/8183,2026-09-25T14:33:27.161387+00:00
8184,Which party will win the 2026 US House race in North Carolina's 1st District?,32082,Democratic,0.555,0.57,0.54,0.46,0.43,0.57,Open,https://www.predictit.org/markets/detail/8184,2026-09-25T14:33:27.161389+00:00
8184,Which party will win the 2026 US House race in North Carolina's 1st District?,32081,Republican,0.42,0.49,0.35,0.65,0.51,0.39,Open,https://www.predictit.org/markets/detail/8184,2026-09-25T14:33:27.161391+00:00
8185,Which party will win the 2026 US House election in New Mexico's 2nd District?,32084,Democratic,0.92,0.95,0.89,0.11,0.05,0.9,Open,https://www.predictit.org/markets/detail/8185,2026-09-25T14:33:27.161393+00:00
8185,Which party will win the 2026 US House election in New Mexico's 2nd District?,32083,Republican,0.075,0.1,0.05,0.95,0.9,0.1,Open,https://www.predictit.org/markets/detail/8185,2026-09-25T14:33:27.161395+00:00
8186,Which party will win the 2026 US House election in New York's 4th District?,32086,Democratic,0.91,0.93,0.89,0.11,0.07,0.87,Open,https://www.predictit.org/markets/detail/8186,2026-09-25T14:33:27.161397+00:00
8186,Which party will win the 2026 US House election in New York's 4th District?,32085,Republican,0.085,0.12,0.05,0.95,0.88,0.18,Open,https://www.predictit.org/markets/detail/8186,2026-09-25T14:33:27.161400+00:00
8187,Which party will win the 2026 US House election in New York's 17th District?,32088,Democratic,0.65,0.67,0.63,0.37,0.33,0.65,Open,https://www.predictit.org/markets/detail/8187,2026-09-25T14:33:27.161402+00:00
8187,Which party will win the 2026 US House election in New York's 17th District?,32087,Republican,0.385,0.44,0.33,0.67,0.56,0.36,Open,https://www.predictit.org/markets/detail/8187,2026-09-25T14:33:27.161404+00:00
8188,Which party will win the 2026 US House election in Washington's 3rd District?,32090,Democratic,0.875,0.91,0.84,0.16,0.09,0.87,Open,https://www.predictit.org/markets/detail/8188,2026-09-25T14:33:27.161406+00:00
8190,Which party will win the 2026 US House election in Arizona's 6th District?,32094,Democratic,0.81,0.88,0.74,0.26,0.12,0.74,Open,https://www.predictit.org/markets/detail/8190,2026-09-25T14:33:27.161413+00:00
8191,Which party will win the 2026 US House election in Colorado's 8th District?,32096,Democratic,0.79,0.83,0.75,0.25,0.17,0.82,Open,https://www.predictit.org/markets/detail/8191,2026-09-25T14:33:27.161417+00:00
8196,Which party will win the 2026 US House election in Wisconsin's 3rd District?,32106,Democratic,0.835,0.9,0.77,0.23,0.1,0.92,Open,https://www.predictit.org/markets/detail/8196,2026-09-25T14:33:27.161437+00:00
8211,Which party will win the 2026 election for governor of Arizona?,32164,Democratic,0.905,0.93,0.88,0.12,0.07,0.93,Open,https://www.predictit.org/markets/detail/8211,2026-09-25T14:33:27.161454+00:00
8211,Which party will win the 2026 election for governor of Arizona?,32163,Republican,0.095,0.12,0.07,0.93,0.88,0.1,Open,https://www.predictit.org/markets/detail/8211,2026-09-25T14:33:27.161456+00:00
8212,Which party will win the 2026 election for governor of Michigan?,32166,Democratic,0.915,0.93,0.9,0.1,0.07,0.93,Open,https://www.predictit.org/markets/detail/8212,2026-09-25T14:33:27.161460+00:00
8212,Which party will win the 2026 election for governor of Michigan?,32165,Republican,0.085,0.1,0.07,0.93,0.9,0.1,Open,https://www.predictit.org/markets/detail/8212,2026-09-25T14:33:27.161461+00:00
8213,Which party will win the 2026 election for governor of Wisconsin?,32168,Democratic,0.81,0.82,0.8,0.2,0.18,0.8,Open,https://www.predictit.org/markets/detail/8213,2026-09-25T14:33:27.161465+00:00
8213,Which party will win the 2026 election for governor of Wisconsin?,32167,Republican,0.205,0.21,0.2,0.8,0.79,0.2,Open,https://www.predictit.org/markets/detail/8213,2026-09-25T14:33:27.161467+00:00
8214,Which party will win the 2026 election for governor of Kansas?,32169,Republican,0.68,0.7,0.66,0.34,0.3,0.66,Open,https://www.predictit.org/markets/detail/8214,2026-09-25T14:33:27.161469+00:00
8214,Which party will win the 2026 election for governor of Kansas?,32170,Democratic,0.34,0.35,0.33,0.67,0.65,0.33,Open,https://www.predictit.org/markets/detail/8214,2026-09-25T14:33:27.161471+00:00
8215,Which party will win the 2026 election for governor of New York?,32172,Democratic,0.945,0.95,0.94,0.06,0.05,0.95,Open,https://www.predictit.org/markets/detail/8215,2026-09-25T14:33:27.161481+00:00
8215,Which party will win the 2026 election for governor of New York?,32171,Republican,0.055,0.06,0.05,0.95,0.94,0.05,Open,https://www.predictit.org/markets/detail/8215,2026-09-25T14:33:27.161483+00:00
8228,Which party will win the 2026 US Senate election in Florida?,32195,Republican,0.86,0.87,0.85,0.15,0.13,0.85,Open,https://www.predictit.org/markets/detail/8228,2026-09-25T14:33:27.161485+00:00
8228,Which party will win the 2026 US Senate election in Florida?,32196,Democratic,0.15,0.16,0.14,0.86,0.84,0.15,Open,https://www.predictit.org/markets/detail/8228,2026-09-25T14:33:27.161488+00:00
8245,Who will win the 2026 election for governor of Alaska?,32302,Bernadette Wilson,0.25,0.26,0.24,0.76,0.74,0.23,Open,https://www.predictit.org/markets/detail/8245,2026-09-25T14:33:27.161491+00:00
8246,Who will be the next Supreme Court nominee?,32307,Andrew Oldham,0.165,0.18,0.15,0.85,0.82,0.14,Open,https://www.predictit.org/markets/detail/8246,2026-09-25T14:33:27.161503+00:00
8246,Who will be the next Supreme Court nominee?,32308,Aileen Cannon,0.065,0.08,0.05,0.95,0.92,0.08,Open,https://www.predictit.org/markets/detail/8246,2026-09-25T14:33:27.161506+00:00
8246,Who will be the next Supreme Court nominee?,32304,Amul Thapar,0.05,0.07,0.03,0.97,0.93,0.03,Open,https://www.predictit.org/markets/detail/8246,2026-09-25T14:33:27.161508+00:00
8246,Who will be the next Supreme Court nominee?,32310,Mike Lee,0.04,0.06,0.02,0.98,0.94,0.02,Open,https://www.predictit.org/markets/detail/8246,2026-09-25T14:33:27.161510+00:00
8246,Who will be the next Supreme Court nominee?,32303,James Ho,0.075,0.09,0.06,0.94,0.91,0.01,Open,https://www.predictit.org/markets/detail/8246,2026-09-25T14:33:27.161512+00:00
8246,Who will be the next Supreme Court nominee?,32305,Neomi Rao,0.03,0.04,0.02,0.98,0.96,0.01,Open,https://www.predictit.org/markets/detail/8246,2026-09-25T14:33:27.161515+00:00
8246,Who will be the next Supreme Court nominee?,32309,Emil Bove,0.04,0.06,0.02,0.98,0.94,0.01,Open,https://www.predictit.org/markets/detail/8246,2026-09-25T14:33:27.161518+00:00
8246,Who will be the next Supreme Court nominee?,33695,Ted Cruz,0.03,0.04,0.02,0.98,0.96,0.01,Open,https://www.predictit.org/markets/detail/8246,2026-09-25T14:33:27.161522+00:00
8271,Which party will win the 2026 US Senate election in Alaska?,32430,Democratic,0.72,0.74,0.7,0.3,0.26,0.71,Open,https://www.predictit.org/markets/detail/8271,2026-09-25T14:33:27.161524+00:00
8271,Which party will win the 2026 US Senate election in Alaska?,32429,Republican,0.29,0.31,0.27,0.73,0.69,0.31,Open,https://www.predictit.org/markets/detail/8271,2026-09-25T14:33:27.161526+00:00
8274,Which party will win the 2026 US Senate election in Iowa?,32442,Republican,0.54,0.55,0.53,0.47,0.45,0.55,Open,https://www.predictit.org/markets/detail/8274,2026-09-25T14:33:27.161530+00:00
8274,Which party will win the 2026 US Senate election in Iowa?,32443,Democratic,0.465,0.47,0.46,0.54,0.53,0.46,Open,https://www.predictit.org/markets/detail/8274,2026-09-25T14:33:27.161532+00:00
8297,Which party will win the 2026 election for governor of Minnesota?,32554,Democratic,0.925,0.93,0.92,0.08,0.07,0.92,Open,https://www.predictit.org/markets/detail/8297,2026-09-25T14:33:27.161534+00:00
8297,Which party will win the 2026 election for governor of Minnesota?,32553,Republican,0.075,0.08,0.07,0.93,0.92,0.08,Open,https://www.predictit.org/markets/detail/8297,2026-09-25T14:33:27.161537+00:00
8345,Will Mike Johnson remain Speaker of the House through the 119th Congress?,32831,Will Mike Johnson remain Speaker of the House through the 119th Congress?,0.945,0.95,0.94,0.06,0.05,0.95,Open,https://www.predictit.org/markets/detail/8345,2026-09-25T14:33:27.161539+00:00
8349,Will Chuck Schumer remain the Democratic Leader through the 119th Congress?,32854,Will Chuck Schumer remain the Democratic Leader through the 119th Congress?,0.895,0.93,0.86,0.14,0.07,0.93,Open,https://www.predictit.org/markets/detail/8349,2026-09-25T14:33:27.161541+00:00
8357,Who will win the 2028 Republican presidential primary in New Hampshire?,32893,JD Vance,0.365,0.41,0.32,0.68,0.59,0.41,Open,https://www.predictit.org/markets/detail/8357,2026-09-25T14:33:27.161547+00:00
8357,Who will win the 2028 Republican presidential primary in New Hampshire?,32894,Marco Rubio,0.305,0.32,0.29,0.71,0.68,0.31,Open,https://www.predictit.org/markets/detail/8357,2026-09-25T14:33:27.161550+00:00
8357,Who will win the 2028 Republican presidential primary in New Hampshire?,32897,Ron DeSantis,0.035,0.04,0.03,0.97,0.96,0.04,Open,https://www.predictit.org/markets/detail/8357,2026-09-25T14:33:27.161552+00:00
8357,Who will win the 2028 Republican presidential primary in New Hampshire?,32896,Brian Kemp,0.025,0.03,0.02,0.98,0.97,0.03,Open,https://www.predictit.org/markets/detail/8357,2026-09-25T14:33:27.161554+00:00
8357,Who will win the 2028 Republican presidential primary in New Hampshire?,32898,M. Taylor Greene,0.025,0.03,0.02,0.98,0.97,0.03,Open,https://www.predictit.org/markets/detail/8357,2026-09-25T14:33:27.161555+00:00
8357,Who will win the 2028 Republican presidential primary in New Hampshire?,32913,Nikki Haley,0.025,0.03,0.02,0.98,0.97,0.03,Open,https://www.predictit.org/markets/detail/8357,2026-09-25T14:33:27.161557+00:00
8357,Who will win the 2028 Republican presidential primary in New Hampshire?,32912,Tulsi Gabbard,0.015,0.02,0.01,0.99,0.98,0.01,Open,https://www.predictit.org/markets/detail/8357,2026-09-25T14:33:27.161561+00:00
8357,Who will win the 2028 Republican presidential primary in New Hampshire?,32914,Ted Cruz,0.015,0.02,0.01,0.99,0.98,0.01,Open,https://www.predictit.org/markets/detail/8357,2026-09-25T14:33:27.161563+00:00
